"OCC_CODE","TITLE","OCC_GROUP","TOTAL_EMPLOYEES","SALARY","YEAR","OCC_CODE_SHORT"
"27_4099","Media And Communication Equipment Workers, All Other","",17670,70920,2015,"27"
"29_2032","Diagnostic Medical Sonographers","",61250,70880,2015,"29"
"19_3051","Urban And Regional Planners","",35480,70680,2015,"19"
"15_1134","Web Developers","",127070,70660,2015,"15"
"11_9131","Postmasters And Mail Superintendents","",14770,70540,2015,"11"
"27_1014","Multimedia Artists And Animators","",30240,70300,2015,"27"
"25_1122","Communications Teachers, Postsecondary","",29050,70290,2015,"25"
"13_1161","Market Research Analysts And Marketing Specialists","",506420,70030,2015,"13"
"29_2091","Orthotists And Prosthetists","",7100,69960,2015,"29"
"27_2042","Musicians And Singers","",37090,69929.6,2015,"27"
"11_9013","Farmers, Ranchers, And Other Agricultural Managers","",4370,69880,2015,"11"
"27_1021","Commercial And Industrial Designers","",31330,69820,2015,"27"
"25_1124","Foreign Language And Literature Teachers, Postsecondary","",30120,69520,2015,"25"
"11_9151","Social And Community Service Managers","",119770,69430,2015,"11"
"13_1041","Compliance Officers","",257010,69180,2015,"13"
"27_3043","Writers And Authors","",43380,69130,2015,"27"
"25_1192","Home Economics Teachers, Postsecondary","",3650,69090,2015,"25"
"23_1022","Arbitrators, Mediators, And Conciliators","",6380,69060,2015,"23"
"25_1113","Social Work Teachers, Postsecondary","",11740,69030,2015,"25"
"17_3021","Aerospace Engineering And Operations Technicians","",12890,68620,2015,"17"
"17_1012","Landscape Architects","",19820,68600,2015,"17"
"29_2035","Magnetic Resonance Imaging Technologists","",33460,68340,2015,"29"
"11_9141","Property, Real Estate, And Community Association Managers","",174410,68240,2015,"11"
"25_1081","Education Teachers, Postsecondary","",60260,68200,2015,"25"
"15_1152","Computer Network Support Specialists","",184570,67260,2015,"15"
"47_1011","First-Line Supervisors Of Construction Trades And Extraction Workers","",517560,66820,2015,"47"
"41_4012","Sales Representatives, Wholesale And Manufacturing, Except Technical And Scientific Products","",1409550,66790,2015,"41"
"39_5091","Makeup Artists, Theatrical And Performance","",3060,66560,2015,"39"
"13_1023","Purchasing Agents, Except Wholesale, Retail, And Farm Products","",291540,66120,2015,"13"
"25_1193","Recreation And Fitness Studies Teachers, Postsecondary","",17980,66090,2015,"25"
"51_8093","Petroleum Pump System Operators, Refinery Operators, And Gaugers","",42320,66020,2015,"51"
"19_1013","Soil And Plant Scientists","",14610,65980,2015,"19"
"49_1011","First-Line Supervisors Of Mechanics, Installers, And Repairers","",445510,65890,2015,"49"
"27_3031","Public Relations Specialists","",218910,65830,2015,"27"
"51_8092","Gas Plant Operators","",16790,65830,2015,"51"
"49_9051","Electrical Power-Line Installers And Repairers","",115380,65650,2015,"49"
"17_1021","Cartographers And Photogrammetrists","",11970,65410,2015,"17"
"13_1032","Insurance Appraisers, Auto Damage","",15270,65300,2015,"13"
"13_1141","Compensation, Benefits, And Job Analysis Specialists","",79780,65100,2015,"13"
"27_3041","Editors","",96690,64910,2015,"27"
"25_9031","Instructional Coordinators","",139460,64870,2015,"25"
"13_1051","Cost Estimators","",216270,64810,2015,"13"
"41_3021","Insurance Sales Agents","",386140,64790,2015,"41"
"23_2099","Legal Support Workers, All Other","",45570,64530,2015,"23"
"25_1111","Criminal Justice And Law Enforcement Teachers, Postsecondary","",14560,64460,2015,"25"
"13_1031","Claims Adjusters, Examiners, And Investigators","",271600,64300,2015,"13"
"19_3091","Anthropologists And Archeologists","",6980,64290,2015,"19"
"19_1023","Zoologists And Wildlife Biologists","",17910,64230,2015,"19"
"19_1031","Conservation Scientists","",20200,63800,2015,"19"
"13_1071","Human Resources Specialists","",491090,63710,2015,"13"
"27_4014","Sound Engineering Technicians","",13840,63340,2015,"27"
"17_3012","Electrical And Electronics Drafters","",29200,62890,2015,"17"
"17_3029","Engineering Technicians, Except Drafters, All Other","",70750,62820,2015,"17"
"33_1011","First-Line Supervisors Of Correctional Officers","",42520,62770,2015,"33"
"49_9097","Signal And Track Switch Repairers","",8190,62650,2015,"49"
"13_1151","Training And Development Specialists","",254060,62460,2015,"13"
"41_3099","Sales Representatives, Services, All Other","",886580,62360,2015,"41"
"13_1021","Buyers And Purchasing Agents, Farm Products","",12160,62280,2015,"13"
"27_1029","Designers, All Other","",6590,62220,2015,"27"
"25_2054","Special Education Teachers, Secondary School","",129770,62180,2015,"25"
"27_1019","Artists And Related Workers, All Other","",7700,62130,2015,"27"
"33_3052","Transit And Railroad Police","",3720,62090,2015,"33"
"17_1022","Surveyors","",43140,61880,2015,"17"
"17_3023","Electrical And Electronics Engineering Technicians","",139080,61870,2015,"17"
"29_2011","Medical And Clinical Laboratory Technologists","",162950,61860,2015,"29"
"41_3011","Advertising Sales Agents","",149770,61690,2015,"41"
"33_3051","Police And Sheriff's Patrol Officers","",653740,61270,2015,"33"
"19_3093","Historians","",3010,61120,2015,"19"
"13_1075","Labor Relations Specialists","",79330,60930,2015,"13"
"19_4041","Geological And Petroleum Technicians","",16820,60710,2015,"19"
"47_2011","Boilermakers","",16350,60660,2015,"47"
"19_1032","Foresters","",8590,60650,2015,"19"
"53_4041","Subway And Streetcar Operators","",12600,60580,2015,"53"
"51_8021","Stationary Engineers And Boiler Operators","",34630,60480,2015,"51"
"25_2031","Secondary School Teachers, Except Special And Career/Technical Education","",962820,60440,2015,"25"
"47_5012","Rotary Drill Operators, Oil And Gas","",24960,60380,2015,"47"
"25_2053","Special Education Teachers, Middle School","",91050,60300,2015,"25"
"49_2091","Avionics Technicians","",17340,60200,2015,"49"
"49_3011","Aircraft Mechanics And Service Technicians","",124040,60160,2015,"49"
"19_4092","Forensic Science Technicians","",14070,60090,2015,"19"
"47_4011","Construction And Building Inspectors","",91480,60030,2015,"47"
"51_1011","First-Line Supervisors Of Production And Operating Workers","",603080,59930,2015,"51"
"23_1012","Judicial Law Clerks","",12660,59910,2015,"23"
"33_2021","Fire Inspectors And Investigators","",12290,59800,2015,"33"
"29_1126","Respiratory Therapists","",120330,59640,2015,"29"
"27_4031","Camera Operators, Television, Video, And Motion Picture","",20060,59360,2015,"27"
"53_4011","Locomotive Engineers","",37490,59360,2015,"53"
"19_3022","Survey Researchers","",13650,59340,2015,"19"
"13_1022","Wholesale And Retail Buyers, Except Farm Products","",111200,59270,2015,"13"
"29_1129","Therapists, All Other","",10890,59210,2015,"29"
"49_2093","Electrical And Electronics Installers And Repairers, Transportation Equipment","",14210,59080,2015,"49"
"51_8091","Chemical Plant And System Operators","",35020,59070,2015,"51"
"27_2041","Music Directors And Composers","",21540,59040,2015,"27"
"25_4021","Librarians","",131550,58930,2015,"25"
"25_2022","Middle School Teachers, Except Special And Career/Technical Education","",632760,58760,2015,"25"
"53_4099","Rail Transportation Workers, All Other","",4550,58760,2015,"53"
"25_2052","Special Education Teachers, Kindergarten And Elementary School","",195780,58640,2015,"25"
"29_2037","Radiologic Technologists","",195590,58520,2015,"29"
"25_2023","Career/Technical Education Teachers, Middle School","",13090,58480,2015,"25"
"53_1031","First-Line Supervisors Of Transportation And Material-Moving Machine And Vehicle Operators","",203550,58470,2015,"53"
"29_1031","Dietitians And Nutritionists","",59740,58410,2015,"29"
"41_9022","Real Estate Sales Agents","",151700,58410,2015,"41"
"13_2021","Appraisers And Assessors Of Real Estate","",60290,58400,2015,"13"
"31_2011","Occupational Therapy Assistants","",35460,58340,2015,"31"
"25_2051","Special Education Teachers, Preschool","",29230,58210,2015,"25"
"25_2032","Career/Technical Education Teachers, Secondary School","",77430,58170,2015,"25"
"21_1029","Social Workers, All Other","",59570,57970,2015,"21"
"11_9081","Lodging Managers","",35480,57810,2015,"11"
"25_2021","Elementary School Teachers, Except Special Education","",1381430,57730,2015,"25"
"25_2059","Special Education Teachers, All Other","",38410,57670,2015,"25"
"53_7071","Gas Compressor And Gas Pumping Station Operators","",4100,57510,2015,"53"
"13_2081","Tax Examiners And Collectors, And Revenue Agents","",59640,57280,2015,"13"
"13_1131","Fundraisers","",62720,57170,2015,"13"
"25_4012","Curators","",11870,56990,2015,"25"
"27_0000","Arts, Design, Entertainment, Sports, And Media Occupations","major",1843600,56980,2015,"27"
"53_4031","Railroad Conductors And Yardmasters","",42330,56760,2015,"53"
"21_1091","Health Educators","",57570,56690,2015,"21"
"49_2094","Electrical And Electronics Repairers, Commercial And Industrial Equipment","",69290,56670,2015,"49"
"17_3013","Mechanical Drafters","",65250,56610,2015,"17"
"21_1012","Educational, Guidance, School, And Vocational Counselors","",253460,56490,2015,"21"
"29_9099","Healthcare Practitioners And Technical Workers, All Other","",39440,56400,2015,"29"
"17_3027","Mechanical Engineering Technicians","",48910,56390,2015,"17"
"17_3024","Electro-Mechanical Technicians","",14720,56320,2015,"17"
"17_3026","Industrial Engineering Technicians","",62290,56320,2015,"17"
"43_1011","First-Line Supervisors Of Office And Administrative Support Workers","",1424450,56170,2015,"43"
"29_2031","Cardiovascular Technologists And Technicians","",51400,56100,2015,"29"
"49_9012","Control And Valve Installers And Repairers, Except Mechanical Door","",42510,55760,2015,"49"
"47_2111","Electricians","",592230,55590,2015,"47"
"51_8099","Plant And System Operators, All Other","",11540,55530,2015,"51"
"27_1025","Interior Designers","",51050,55510,2015,"27"
"47_5061","Roof Bolters, Mining","",5220,55500,2015,"47"
"43_6011","Executive Secretaries And Executive Administrative Assistants","",666490,55460,2015,"43"
"53_2022","Airfield Operations Specialists","",7920,55400,2015,"53"
"31_2021","Physical Therapist Assistants","",81230,55250,2015,"31"
"47_2072","Pile-Driver Operators","",3670,55150,2015,"47"
"53_7111","Mine Shuttle Car Operators","",2310,55120,2015,"53"
"47_2152","Plumbers, Pipefitters, And Steamfitters","",391680,55100,2015,"47"
"33_3031","Fish And Game Wardens","",5630,54970,2015,"33"
"27_1027","Set And Exhibit Designers","",11930,54920,2015,"27"
"47_2221","Structural Iron And Steel Workers","",64280,54750,2015,"47"
"23_2091","Court Reporters","",17670,54720,2015,"23"
"49_9092","Commercial Divers","",3450,54640,2015,"49"
"53_7021","Crane And Tower Operators","",46490,54560,2015,"53"
"53_4012","Locomotive Firers","",1610,54540,2015,"53"
"25_2012","Kindergarten Teachers, Except Special Education","",158150,54510,2015,"25"
"49_2022","Telecommunications Equipment Installers And Repairers, Except Line Installers","",219100,54510,2015,"49"
"25_1194","Vocational Education Teachers, Postsecondary","",119800,54260,2015,"25"
"49_9052","Telecommunications Line Installers And Repairers","",106360,54200,2015,"49"
"27_1013","Fine Artists, Including Painters, Sculptors, And Illustrators","",12240,54170,2015,"27"
"49_3043","Rail Car Repairers","",21410,54130,2015,"49"
"49_9069","Precision Instrument And Equipment Repairers, All Other","",12130,54110,2015,"49"
"21_1092","Probation Officers And Correctional Treatment Specialists","",87950,54080,2015,"21"
"25_3011","Adult Basic And Secondary Education And Literacy Teachers And Instructors","",65110,54060,2015,"25"
"47_2171","Reinforcing Iron And Rebar Workers","",20060,54030,2015,"47"
"21_1022","Healthcare Social Workers","",155590,54020,2015,"21"
"53_4021","Railroad Brake, Signal, And Switch Operators","",18970,53990,2015,"53"
"25_4011","Archivists","",5460,53880,2015,"25"
"17_3019","Drafters, All Other","",15470,53660,2015,"17"
"11_9051","Food Service Managers","",201370,53640,2015,"11"
"15_2091","Mathematical Technicians","",820,53630,2015,"15"
"21_1013","Marriage And Family Therapists","",32070,53520,2015,"21"
"17_3011","Architectural And Civil Drafters","",95280,53470,2015,"17"
"47_2082","Tapers","",17500,53080,2015,"47"
"49_9081","Wind Turbine Service Technicians","",3950,53030,2015,"49"
"25_0000","Education, Training, And Library Occupations","major",8542670,53000,2015,"25"
"39_4031","Morticians, Undertakers, And Funeral Directors","",25470,52990,2015,"39"
"49_2021","Radio, Cellular, And Tower Equipment Installers And Repairers","",14160,52940,2015,"49"
"39_3092","Costume Attendants","",6120,52870,2015,"39"
"29_2092","Hearing Aid Specialists","",5920,52850,2015,"29"
"33_9021","Private Detectives And Investigators","",30460,52840,2015,"33"
"11_9031","Education Administrators, Preschool And Childcare Center/Program","",46760,52760,2015,"11"
"49_9044","Millwrights","",40030,52650,2015,"49"
"47_5031","Explosives Workers, Ordnance Handling Experts, And Blasters","",7540,52580,2015,"47"
"15_1151","Computer User Support Specialists","",585060,52430,2015,"15"
"23_2011","Paralegals And Legal Assistants","",271930,52390,2015,"23"
"27_3099","Media And Communication Workers, All Other","",22240,52200,2015,"27"
"47_5021","Earth Drillers, Except Oil And Gas","",19490,51840,2015,"47"
"25_9021","Farm And Home Management Advisors","",8760,51820,2015,"25"
"47_2021","Brickmasons And Blockmasons","",61360,51750,2015,"47"
"27_1024","Graphic Designers","",204850,51640,2015,"27"
"43_4011","Brokerage Clerks","",57490,51640,2015,"43"
"51_4012","Computer Numerically Controlled Machine Tool Programmers, Metal And Plastic","",25660,51630,2015,"51"
"27_2032","Choreographers","",5130,51560,2015,"27"
"49_9041","Industrial Machinery Mechanics","",323280,51470,2015,"49"
"47_4061","Rail-Track Laying And Maintenance Equipment Operators","",14470,51340,2015,"47"
"17_3022","Civil Engineering Technicians","",71440,51330,2015,"17"
"29_9012","Occupational Health And Safety Technicians","",16050,51270,2015,"29"
"13_1121","Meeting, Convention, And Event Planners","",87400,51200,2015,"13"
"17_3025","Environmental Engineering Technicians","",17360,51170,2015,"17"
"43_5052","Postal Service Mail Carriers","",315950,51130,2015,"43"
"51_4111","Tool And Die Makers","",74510,51130,2015,"51"
"51_2011","Aircraft Structure, Surfaces, Rigging, And Systems Assemblers","",42810,51040,2015,"51"
"47_5042","Mine Cutting And Channeling Machine Operators","",6630,50720,2015,"47"
"47_5011","Derrick Operators, Oil And Gas","",19330,50710,2015,"47"
"53_7041","Hoist And Winch Operators","",2880,50680,2015,"53"
"47_5041","Continuous Mining Machine Operators","",11130,50660,2015,"47"
"43_5053","Postal Service Mail Sorters, Processors, And Processing Machine Operators","",109930,50650,2015,"43"
"47_5013","Service Unit Operators, Oil, Gas, And Mining","",60830,50150,2015,"47"
"39_1011","Gaming Supervisors","",22640,50130,2015,"39"
"49_3042","Mobile Heavy Equipment Mechanics, Except Engines","",121900,50080,2015,"49"
"47_2132","Insulation Workers, Mechanical","",29330,49970,2015,"47"
"23_2093","Title Examiners, Abstractors, And Searchers","",54620,49840,2015,"23"
"47_2211","Sheet Metal Workers","",135570,49810,2015,"47"
"29_1128","Exercise Physiologists","",6620,49740,2015,"29"
"53_7033","Loading Machine Operators, Underground Mining","",3210,49740,2015,"53"
"29_2054","Respiratory Therapy Technicians","",10000,49720,2015,"29"
"53_1021","First-Line Supervisors Of Helpers, Laborers, And Material Movers, Hand","",176030,49670,2015,"53"
"51_9011","Chemical Equipment Operators And Tenders","",67650,49640,2015,"51"
"33_1099","First-Line Supervisors Of Protective Service Workers, All Other","",69660,49540,2015,"33"
"49_9062","Medical Equipment Repairers","",41060,49400,2015,"49"
"33_2011","Firefighters","",318790,49330,2015,"33"
"13_2071","Credit Counselors","",30510,49310,2015,"13"
"47_5049","Mining Machine Operators, All Other","",2120,49270,2015,"47"
"47_5099","Extraction Workers, All Other","",5400,49140,2015,"47"
"47_2073","Operating Engineers And Other Construction Equipment Operators","",355140,49110,2015,"47"
"43_5051","Postal Service Clerks","",78660,49090,2015,"43"
"51_6092","Fabric And Apparel Patternmakers","",5140,49040,2015,"51"
"49_9045","Refractory Materials Repairers, Except Brickmasons","",1550,48920,2015,"49"
"53_1011","Aircraft Cargo Handling Supervisors","",6760,48870,2015,"53"
"19_4031","Chemical Technicians","",64770,48730,2015,"19"
"19_4099","Life, Physical, And Social Science Technicians, All Other","",72020,48360,2015,"19"
"27_3091","Interpreters And Translators","",49650,48360,2015,"27"
"00_0000","All Occupations","total",137896660,48320,2015,"00"
"45_1011","First-Line Supervisors Of Farming, Fishing, And Forestry Workers","",19060,48290,2015,"45"
"25_9011","Audio-Visual And Multimedia Collections Specialists","",10170,48220,2015,"25"
"43_5061","Production, Planning, And Expediting Clerks","",309110,48210,2015,"43"
"51_4061","Model Makers, Metal And Plastic","",6380,48210,2015,"51"
"53_7073","Wellhead Pumpers","",12860,48180,2015,"53"
"21_2011","Clergy","",48250,48150,2015,"21"
"21_1019","Counselors, All Other","",26370,47950,2015,"21"
"29_1125","Recreational Therapists","",17880,47790,2015,"29"
"49_9096","Riggers","",22790,47770,2015,"49"
"53_6041","Traffic Technicians","",6750,47660,2015,"53"
"53_4013","Rail Yard Engineers, Dinkey Operators, And Hostlers","",4460,47600,2015,"53"
"47_0000","Construction And Extraction Occupations","major",5477820,47580,2015,"47"
"25_3097","Teachers And Instructors, All Other, Except Substitute Teachers","",272920,47410,2015,"25"
"49_9021","Heating, Air Conditioning, And Refrigeration Mechanics And Installers","",274680,47380,2015,"49"
"27_2099","Entertainers And Performers, Sports And Related Workers, All Other","",14570,47236.8,2015,"27"
"27_4013","Radio Operators","",940,47200,2015,"27"
"21_1023","Mental Health And Substance Abuse Social Workers","",110070,47190,2015,"21"
"29_9091","Athletic Trainers","",23450,46940,2015,"29"
"37_1012","First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers","",103450,46900,2015,"37"
"51_8031","Water And Wastewater Treatment Plant And System Operators","",114770,46790,2015,"51"
"47_2031","Carpenters","",639190,46780,2015,"47"
"53_2031","Flight Attendants","",108510,46750,2015,"53"
"27_4011","Audio And Video Equipment Technicians","",62460,46630,2015,"27"
"21_1021","Child, Family, And School Social Workers","",294080,46610,2015,"21"
"27_3022","Reporters And Correspondents","",41050,46560,2015,"27"
"19_4091","Environmental Science And Protection Technicians, Including Health","",34250,46540,2015,"19"
"43_6012","Legal Secretaries","",202660,46470,2015,"43"
"51_4192","Layout Workers, Metal And Plastic","",10660,46430,2015,"51"
"27_3011","Radio And Television Announcers","",30390,46410,2015,"27"
"53_7072","Pump Operators, Except Wellhead Pumpers","",13390,46200,2015,"53"
"21_0000","Community And Social Service Occupations","major",1972140,46160,2015,"21"
"49_3031","Bus And Truck Mechanics And Diesel Engine Specialists","",251750,46110,2015,"49"
"47_2053","Terrazzo Workers And Finishers","",3250,46050,2015,"47"
"49_0000","Installation, Maintenance, And Repair Occupations","major",5374150,45990,2015,"49"
"53_6011","Bridge And Lock Tenders","",3170,45980,2015,"53"
"29_2055","Surgical Technologists","",100270,45940,2015,"29"
"35_1011","Chefs And Head Cooks","",129370,45920,2015,"35"
"19_4061","Social Science Research Assistants","",28060,45760,2015,"19"
"29_2099","Health Technologists And Technicians, All Other","",104020,45730,2015,"29"
"47_2081","Drywall And Ceiling Tile Installers","",88490,45510,2015,"47"
"47_2121","Glaziers","",44230,45420,2015,"47"
"33_3012","Correctional Officers And Jailers","",427790,45320,2015,"33"
"19_4021","Biological Technicians","",72900,45230,2015,"19"
"21_2021","Directors, Religious Activities And Education","",20280,45160,2015,"21"
"21_1014","Mental Health Counselors","",128200,45080,2015,"21"
"51_9122","Painters, Transportation Equipment","",51760,44920,2015,"51"
"33_3011","Bailiffs","",17730,44900,2015,"33"
"25_4013","Museum Technicians And Conservators","",10750,44880,2015,"25"
"49_2098","Security And Fire Alarm Systems Installers","",64730,44860,2015,"49"
"17_3031","Surveying And Mapping Technicians","",53620,44800,2015,"17"
"33_2022","Forest Fire Inspectors And Prevention Specialists","",1650,44740,2015,"33"
"13_2082","Tax Preparers","",72060,44730,2015,"13"
"45_2021","Animal Breeders","",1030,44650,2015,"45"
"33_0000","Protective Service Occupations","major",3351620,44610,2015,"33"
"49_3021","Automotive Body And Related Repairers","",143040,44590,2015,"49"
"49_9043","Maintenance Workers, Machinery","",92520,44540,2015,"49"
"53_7032","Excavating And Loading Machine And Dragline Operators","",49880,44520,2015,"53"
"43_5011","Cargo And Freight Agents","",81120,44470,2015,"43"
"25_9099","Education, Training, And Library Workers, All Other","",108270,44380,2015,"25"
"21_1798","Community And Social Service Specialists, All Other","",94670,44370,2015,"21"
"43_9111","Statistical Assistants","",13510,44220,2015,"43"
"47_4041","Hazardous Materials Removal Workers","",42560,44150,2015,"47"
"27_4012","Broadcast Technicians","",28270,44050,2015,"27"
"53_7031","Dredge Operators","",1850,44040,2015,"53"
"29_2061","Licensed Practical And Licensed Vocational Nurses","",697250,44030,2015,"29"
"47_2044","Tile And Marble Setters","",34940,44010,2015,"47"
"13_1074","Farm Labor Contractors","",1230,43920,2015,"13"
"43_9031","Desktop Publishers","",13240,43900,2015,"43"
"45_2011","Agricultural Inspectors","",14670,43810,2015,"45"
"49_2092","Electric Motor, Power Tool, And Related Repairers","",17920,43760,2015,"49"
"47_2041","Carpet Installers","",25810,43210,2015,"47"
"31_9011","Massage Therapists","",92090,43170,2015,"31"
"43_4061","Eligibility Interviewers, Government Programs","",130420,43040,2015,"43"
"47_2071","Paving, Surfacing, And Tamping Equipment Operators","",53110,43020,2015,"47"
"47_2022","Stonemasons","",13210,42970,2015,"47"
"21_1011","Substance Abuse And Behavioral Disorder Counselors","",87090,42920,2015,"21"
"53_5011","Sailors And Marine Oilers","",30570,42910,2015,"53"
"41_1011","First-Line Supervisors Of Retail Sales Workers","",1193850,42900,2015,"41"
"51_4051","Metal-Refining Furnace Operators And Tenders","",20070,42790,2015,"51"
"11_1031","Legislators","",55820,42530,2015,"11"
"47_2042","Floor Layers, Except Carpet, Wood, And Hard Tiles","",9830,42520,2015,"47"
"49_9061","Camera And Photographic Equipment Repairers","",3540,42510,2015,"49"
"53_3032","Heavy And Tractor-Trailer Truck Drivers","",1678280,42500,2015,"53"
"51_9071","Jewelers And Precious Stone And Metal Workers","",25270,42380,2015,"51"
"25_3021","Self-Enrichment Education Teachers","",217530,42350,2015,"25"
"43_3099","Financial Clerks, All Other","",34700,42270,2015,"43"
"43_9011","Computer Operators","",51510,42140,2015,"43"
"43_3051","Payroll And Timekeeping Clerks","",166700,42130,2015,"43"
"51_4041","Machinists","",399040,42120,2015,"51"
"47_2051","Cement Masons And Concrete Finishers","",163360,42080,2015,"47"
"47_2161","Plasterers And Stucco Masons","",22420,42070,2015,"47"
"43_2099","Communications Equipment Operators, All Other","",2010,41990,2015,"43"
"47_2151","Pipelayers","",40710,41910,2015,"47"
"45_4021","Fallers","",5840,41750,2015,"45"
"51_2031","Engine And Other Machine Assemblers","",38700,41750,2015,"51"
"51_7032","Patternmakers, Wood","",1030,41550,2015,"51"
"51_2093","Timing Device Assemblers And Adjusters","",1190,41510,2015,"51"
"51_4062","Patternmakers, Metal And Plastic","",4020,41500,2015,"51"
"39_4011","Embalmers","",3710,41490,2015,"39"
"29_2012","Medical And Clinical Laboratory Technicians","",157610,41420,2015,"29"
"53_5022","Motorboat Operators","",3650,41350,2015,"53"
"49_9094","Locksmiths And Safe Repairers","",17800,41270,2015,"49"
"51_9012","Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders","",47750,41210,2015,"51"
"51_4023","Rolling Machine Setters, Operators, And Tenders, Metal And Plastic","",31740,41200,2015,"51"
"49_9099","Installation, Maintenance, And Repair Workers, All Other","",142650,41120,2015,"49"
"43_3061","Procurement Clerks","",71470,41010,2015,"43"
"53_7121","Tank Car, Truck, And Ship Loaders","",11960,41010,2015,"53"
"39_9031","Fitness Trainers And Aerobics Instructors","",237760,40970,2015,"39"
"51_4121","Welders, Cutters, Solderers, And Brazers","",386240,40970,2015,"51"
"43_5041","Meter Readers, Utilities","",34970,40900,2015,"43"
"43_2021","Telephone Operators","",9750,40820,2015,"43"
"49_3023","Automotive Service Technicians And Mechanics","",638080,40720,2015,"49"
"47_2181","Roofers","",109720,40630,2015,"47"
"41_9799","Sales And Related Workers, All Other","",84240,40540,2015,"41"
"47_2141","Painters, Construction And Maintenance","",213330,40540,2015,"47"
"51_9081","Dental Laboratory Technicians","",37520,40520,2015,"51"
"27_3012","Public Address System And Other Announcers","",8000,40440,2015,"27"
"29_2071","Medical Records And Health Information Technicians","",189930,40430,2015,"29"
"27_4021","Photographers","",50070,40280,2015,"27"
"51_9197","Tire Builders","",17710,40230,2015,"51"
"43_5032","Dispatchers, Except Police, Fire, And Ambulance","",196940,40210,2015,"43"
"53_3021","Bus Drivers, Transit And Intercity","",168620,40160,2015,"53"
"21_1094","Community Health Workers","",48130,40150,2015,"21"
"47_2231","Solar Photovoltaic Installers","",6870,40070,2015,"47"
"37_1011","First-Line Supervisors Of Housekeeping And Janitorial Workers","",166920,40060,2015,"37"
"51_5111","Prepress Technicians And Workers","",35330,40060,2015,"51"
"27_2022","Coaches And Scouts","",224110,40050,2015,"27"
"33_9093","Transportation Security Screeners","",41820,40050,2015,"33"
"43_5031","Police, Fire, And Ambulance Dispatchers","",95630,40000,2015,"43"
"49_9011","Mechanical Door Repairers","",17930,39900,2015,"49"
"49_2097","Electronic Home Entertainment Equipment Installers And Repairers","",26890,39670,2015,"49"
"51_4035","Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic","",19750,39620,2015,"51"
"43_9041","Insurance Claims And Policy Processing Clerks","",262910,39560,2015,"43"
"47_4799","Construction And Related Workers, All Other","",32420,39500,2015,"47"
"49_3051","Motorboat Mechanics And Service Technicians","",20440,39500,2015,"49"
"51_9061","Inspectors, Testers, Sorters, Samplers, And Weighers","",508590,39410,2015,"51"
"41_0000","Sales And Related Occupations","major",14462120,39320,2015,"41"
"43_4131","Loan Interviewers And Clerks","",216380,39210,2015,"43"
"43_4161","Human Resources Assistants, Except Payroll And Timekeeping","",138910,39180,2015,"43"
"51_2041","Structural Metal Fabricators And Fitters","",79620,39040,2015,"51"
"51_9082","Medical Appliance Technicians","",14640,39020,2015,"51"
"19_4011","Agricultural And Food Science Technicians","",20260,39000,2015,"19"
"43_3031","Bookkeeping, Accounting, And Auditing Clerks","",1580220,38990,2015,"43"
"49_2011","Computer, Automated Teller, And Office Machine Repairers","",106100,38990,2015,"49"
"49_9071","Maintenance And Repair Workers, General","",1314560,38950,2015,"49"
"49_9031","Home Appliance Repairers","",33990,38820,2015,"49"
"47_2131","Insulation Workers, Floor, Ceiling, And Wall","",25850,38810,2015,"47"
"43_4199","Information And Record Clerks, All Other","",177210,38770,2015,"43"
"41_3041","Travel Agents","",66560,38750,2015,"41"
"51_4011","Computer-Controlled Machine Tool Operators, Metal And Plastic","",146600,38720,2015,"51"
"43_9022","Word Processors And Typists","",68660,38710,2015,"43"
"47_5071","Roustabouts, Oil And Gas","",71790,38700,2015,"47"
"39_1021","First-Line Supervisors Of Personal Service Workers","",177700,38670,2015,"39"
"49_9063","Musical Instrument Repairers And Tuners","",7730,38590,2015,"49"
"53_6099","Transportation Workers, All Other","",37900,38520,2015,"53"
"49_3041","Farm Equipment Mechanics And Service Technicians","",37080,38510,2015,"49"
"51_4191","Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic","",20570,38420,2015,"51"
"51_7031","Model Makers, Wood","",1160,38330,2015,"51"
"33_3041","Parking Enforcement Workers","",8710,38280,2015,"33"
"19_4093","Forest And Conservation Technicians","",29810,38260,2015,"19"
"43_4031","Court, Municipal, And License Clerks","",130190,38230,2015,"43"
"47_4051","Highway Maintenance Workers","",142300,38200,2015,"47"
"47_2043","Floor Sanders And Finishers","",4700,38160,2015,"47"
"51_4034","Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",40140,38080,2015,"51"
"21_1015","Rehabilitation Counselors","",101630,38040,2015,"21"
"43_4041","Credit Authorizers, Checkers, And Clerks","",41880,37920,2015,"43"
"47_4071","Septic Tank Servicers And Sewer Pipe Cleaners","",27080,37880,2015,"47"
"27_2031","Dancers","",10030,37731.2,2015,"27"
"43_9081","Proofreaders And Copy Markers","",10810,37690,2015,"43"
"35_2013","Cooks, Private Household","",380,37680,2015,"35"
"51_4032","Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",14840,37660,2015,"51"
"51_9141","Semiconductor Processors","",24230,37600,2015,"51"
